Source,Nom,Secteur,Ville,Téléphone,Email,Note Google,Nb Avis,Points Forts,Problème,Accroche,Site web,Adresse,URL Maps,Gamme Prix,Services,Editorial,Citation Neg
Immo,DAAJIMMO - Agence Troyes,Agence immobilière,Troyes,07 53 51 64 70,NON TROUVÉ,4.9,8,sérieux,—,DAAJIMMO - Agence Troyes : 8 avis Google | ✅ Force : sérieux | 🔥 0 site web → perd des mandats chaque jour,AUCUN,"31 Bis Rue des Noës, 10300 Sainte-Savine, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Akim Jandoury - Consultant Immobilier,Mandataire immobilier,Lyon,06 65 52 46 76,NON TROUVÉ,5.0,8,"recommande, professionnel, parfait, confiance",—,"Akim Jandoury - Consultant Immobilier : 8 avis Google | ✅ Force : recommande, professionnel, parfait, confiance | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"3 Quai Jean Moulin, 69001 Lyon, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,WN Conseil,Administrateur de biens,Grenoble,06 05 93 84 79,NON TROUVÉ,5.0,8,"rapide, professionnel, service, recommande",—,"WN Conseil : 8 avis Google | ✅ Force : rapide, professionnel, service, recommande | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"7 Pl. Condorcet, 38000 Grenoble, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Appart Résidence BNB,Location saisonnière gestion,Brest,07 56 85 40 00,NON TROUVÉ,3.0,8,"excellent, parfait, recommande","lent, communication, réponse, mauvais","Appart Résidence BNB : 8 avis Google | ✅ Force : excellent, parfait, recommande | ⚠️ Plaintes : lent, communication, réponse, mauvais → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"9 Rue Saint-Saëns, 29200 Brest, France",📍 Voir sur Maps,À QUALIFIER,,,"Difficile de faire pire en matière de conciergerie!  cette tentaculaire entreprise propose des prestations qui semblent très professionnelles au premier abord.  Nous avons donc choisi de confier notre maison de famille, …"
Immo,Conciergerie - SUBLOC,Location saisonnière gestion,Saint-Étienne,07 80 38 49 45,NON TROUVÉ,5.0,8,"professionnel, excellent, recommande, écoute",—,"Conciergerie - SUBLOC : 8 avis Google | ✅ Force : professionnel, excellent, recommande, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"11 Rue Michel Rondet, 42000 Saint-Étienne, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,ADMIN'HOME (Audrey FALCONIERI),Administrateur de biens,Saint-Étienne,07 65 21 78 04,NON TROUVÉ,4.9,7,"recommande, rapide, professionnel, efficace",—,"ADMIN'HOME (Audrey FALCONIERI) : 7 avis Google | ✅ Force : recommande, rapide, professionnel, efficace | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"4 All. des Primevères, 42100 Saint-Étienne, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Atlas Conciergerie France,Location saisonnière gestion,Montpellier,07 70 41 29 60,NON TROUVÉ,5.0,7,"professionnel, sérieux, recommande, qualité",—,"Atlas Conciergerie France : 7 avis Google | ✅ Force : professionnel, sérieux, recommande, qualité | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"Bd des Arceaux, 34000 Montpellier, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Loca Ren’t Conciergerie - Montpellier,Location saisonnière gestion,Montpellier,06 45 19 99 86,NON TROUVÉ,5.0,7,"confiance, recommande, service, professionnel",—,"Loca Ren’t Conciergerie - Montpellier : 7 avis Google | ✅ Force : confiance, recommande, service, professionnel | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"3 Rue Adolphe Nourrit, 34000 Montpellier, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,"Neovy Consulting, Agence Immobilière",Agence immobilière,Chambéry,06 83 33 38 53,NON TROUVÉ,5.0,6,"efficace, excellent, parfait, agréable",—,"Neovy Consulting, Agence Immobilière : 6 avis Google | ✅ Force : efficace, excellent, parfait, agréable | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"8 Bd Gambetta, 73000 Chambéry, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,"DSA Services : Gestion de paie, Aide à la création d'entreprise, Suivi de gestion",Administrateur de biens,Nice,06 51 47 51 25,NON TROUVÉ,5.0,6,"compétent, recommande, confiance, écoute",—,"DSA Services : Gestion de paie, Aide à la création d'entreprise, Suivi de gestion : 6 avis Google | ✅ Force : compétent, recommande, confiance, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"9 Rue Caffarelli, 06000 Nice, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Laetitia SCHAFF Assistante Administrative Indépendante RH Commerciale Gestion FreeLance Nîmes,Administrateur de biens,Nîmes,07 82 08 84 35,NON TROUVÉ,5.0,6,"recommande, disponible, efficace, écoute",—,"Laetitia SCHAFF Assistante Administrative Indépendante RH Commerciale Gestion FreeLance Nîmes : 6 avis Google | ✅ Force : recommande, disponible, efficace, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"18 Rue Auguste, 30000 Nîmes, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Ghurfat Sharqa,Location saisonnière gestion,Tours,07 67 35 45 51,NON TROUVÉ,5.0,6,"rapide, efficace, disponible, recommande",—,"Ghurfat Sharqa : 6 avis Google | ✅ Force : rapide, efficace, disponible, recommande | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"32 Rue de la Tonnelle, 37700 Saint-Pierre-des-Corps, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Christophe Cazaux - Conseiller immobilier et Estimation - Toulouse et ses environs,Mandataire immobilier,Toulouse,06 81 19 82 18,NON TROUVÉ,4.2,5,professionnel,—,Christophe Cazaux - Conseiller immobilier et Estimation - Toulouse et ses environs : 5 avis Google | ✅ Force : professionnel | 🔥 0 site web → perd des mandats chaque jour,AUCUN,"20 BIS Imp. Barthe, 31200 Toulouse, France",📍 Voir sur Maps,À QUALIFIER,,,"Ne pas prendre d' Airbnb chez lui, vous serez surpris de la note de frais lors de votre départ !"
Immo,RAPALLO Aurore Conseillère immobilier ENDIE DIJON,Mandataire immobilier,Dijon,07 66 51 97 97,NON TROUVÉ,4.2,5,"disponible, recommande, écoute, professionnel",—,"RAPALLO Aurore Conseillère immobilier ENDIE DIJON : 5 avis Google | ✅ Force : disponible, recommande, écoute, professionnel | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"1 Rue du Bas de Chanot, 21800 Chevigny-Saint-Sauveur, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Vaglio Eric Conseiller Immobilier OPTIMHOME Cabriès,Mandataire immobilier,Aix-en-Provence,06 66 51 88 78,NON TROUVÉ,5.0,5,"disponible, compétent, parfait, écoute",—,"Vaglio Eric Conseiller Immobilier OPTIMHOME Cabriès : 5 avis Google | ✅ Force : disponible, compétent, parfait, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"Rte de la Cesarde, 13480 Cabriès, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,La Boutique Administrative,Administrateur de biens,Aix-en-Provence,06 08 94 92 08,NON TROUVÉ,1.8,5,—,"arnaque, problème","La Boutique Administrative : 5 avis Google | ⚠️ Plaintes : arnaque, problème → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"23 Rue des Muletiers, 13100 Aix-en-Provence, France",📍 Voir sur Maps,À QUALIFIER,,,"Arnaque. Je suis arrivée en tant qu'entrepreneuse automobile, une Américaine un peu perdue qui essayait de comprendre les règles, ce que je devais, quand, et comment facturer. Elle a examiné mon chiffre d'affaires des an…"
Immo,Secretariat antibes,Administrateur de biens,Antibes,07 58 34 44 72,NON TROUVÉ,5.0,5,"professionnel, recommande",—,"Secretariat antibes : 5 avis Google | ✅ Force : professionnel, recommande | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"GALERIE CHANCEL, 12 Bd Gustave Chancel, 06600 Antibes, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Boitaclés,Location saisonnière gestion,Perpignan,06 24 12 19 14,NON TROUVÉ,5.0,5,"compétent, confiance, service, agréable",—,"Boitaclés : 5 avis Google | ✅ Force : compétent, confiance, service, agréable | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"13 Rue Auguste Comté, 66000 Perpignan, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Conciergerie AirBnB Les minutieuses,Location saisonnière gestion,Besançon,06 33 20 99 14,NON TROUVÉ,5.0,5,"parfait, recommande, professionnel, sérieux",—,"Conciergerie AirBnB Les minutieuses : 5 avis Google | ✅ Force : parfait, recommande, professionnel, sérieux | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"14 Rue Pierre Vernier, 25000 Besançon, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Wilson Plaza Group,Promoteur immobilier,Nice,06 22 51 30 79,NON TROUVÉ,5.0,5,excellent,—,Wilson Plaza Group : 5 avis Google | ✅ Force : excellent | 🔥 0 site web → perd des mandats chaque jour,AUCUN,"8, rue Foncet, 18, rue de l'Hôtel des Postes, 06000 Nice, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,PIC Réalisations,Promoteur immobilier,Grenoble,06 30 08 47 24,NON TROUVÉ,4.2,5,"professionnel, compétent, confiance, agréable",communication,"PIC Réalisations : 5 avis Google | ✅ Force : professionnel, compétent, confiance, agréable | ⚠️ Plaintes : communication → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"3 Rue des Pins, 38100 Grenoble, France",📍 Voir sur Maps,À QUALIFIER,,,"Bientot 2 mois que mon fils a emmenage dans un immeuble neuf dont la ""maitrise"" d'ouvrage a ete faite par cette entreprise et toujours pas de fibre bien que ca fasse partie du code de la construction. Ils ont sans doute …"
Immo,Elodie Bordy Immobilier,Agence immobilière,Besançon,06 78 37 51 46,NON TROUVÉ,5.0,4,"professionnel, efficace, écoute, excellent",—,"Elodie Bordy Immobilier : 4 avis Google | ✅ Force : professionnel, efficace, écoute, excellent | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"95 Rue de Dole, 25000 Besançon, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Coeurs D'élites- Nathalie MARCELLIER,Mandataire immobilier,Lyon,06 77 35 25 22,NON TROUVÉ,5.0,4,"professionnel, recommande, écoute",—,"Coeurs D'élites- Nathalie MARCELLIER : 4 avis Google | ✅ Force : professionnel, recommande, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"61 Cr Lafayette, 69006 Lyon, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Cohen Guy,Mandataire immobilier,Aix-en-Provence,06 14 18 33 00,NON TROUVÉ,1.8,4,—,éviter,Cohen Guy : 4 avis Google | ⚠️ Plaintes : éviter → angle d'accroche | 🔥 0 site web → perd des mandats chaque jour,AUCUN,"40 Av. Dr Renée Antoine, 13100 Aix-en-Provence, France",📍 Voir sur Maps,À QUALIFIER,,,Ne répond jamais au téléphone ni aux mails. A éviter.
Immo,BV DIAG,Mandataire immobilier,Antibes,07 70 20 02 23,NON TROUVÉ,5.0,4,"rapide, efficace",—,"BV DIAG : 4 avis Google | ✅ Force : rapide, efficace | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"201, AVENUE DES, LES CHAMPS FLEURIS, Av. des Martyrs de la Résistance, 06600 Antibes, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Bechir Djebali Smart Proprio,Mandataire immobilier,Mulhouse,06 18 28 73 86,NON TROUVÉ,5.0,4,"professionnel, recommande, disponible, excellent",—,"Bechir Djebali Smart Proprio : 4 avis Google | ✅ Force : professionnel, recommande, disponible, excellent | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"Rue de Lorient, 68200 Mulhouse, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,JB GESTION 66,Administrateur de biens,Perpignan,06 98 07 80 92,NON TROUVÉ,5.0,4,"excellent, recommande, professionnel, écoute",—,"JB GESTION 66 : 4 avis Google | ✅ Force : excellent, recommande, professionnel, écoute | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"32 Av. Paul Alduy 66100, 66000 Perpignan, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Nadia LAYOUNI - Assistance administrative,Administrateur de biens,Antibes,07 86 72 75 76,NON TROUVÉ,5.0,4,—,—,Nadia LAYOUNI - Assistance administrative : 4 avis Google | 🔥 0 site web → perd des mandats chaque jour,AUCUN,"12 Bd Gustave Chancel Galerie Chancel, 06600 Antibes, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Conciergerie Tic Tac,Location saisonnière gestion,Besançon,06 76 76 46 39,NON TROUVÉ,5.0,4,"sérieux, service, recommande",—,"Conciergerie Tic Tac : 4 avis Google | ✅ Force : sérieux, service, recommande | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"99 Grande Rue, 25000 Besançon, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,HAON IMMOBILIER FAMILY,Promoteur immobilier,Clermont-Ferrand,07 63 31 77 33,NON TROUVÉ,5.0,4,"professionnel, sérieux, qualité, compétent",—,"HAON IMMOBILIER FAMILY : 4 avis Google | ✅ Force : professionnel, sérieux, qualité, compétent | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"5 Rue de Savoie, 63360 Gerzat, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Bérengère MIRAULT,Mandataire immobilier,Tours,06 15 54 30 19,NON TROUVÉ,5.0,3,"professionnel, disponible, confiance",—,"Bérengère MIRAULT : 3 avis Google | ✅ Force : professionnel, disponible, confiance | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"le petit monard, 37550 Saint-Avertin, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Salomé Xavier,Mandataire immobilier,Limoges,06 73 83 36 96,NON TROUVÉ,5.0,3,"rapide, recommande, parfait",—,"Salomé Xavier : 3 avis Google | ✅ Force : rapide, recommande, parfait | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"1 Av. de la Mazelle, 87280 Limoges, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Location Appartement brest,Gestionnaire de biens,Brest,06 62 62 22 71,NON TROUVÉ,3.7,3,—,—,Location Appartement brest : 3 avis Google | 🔥 0 site web → perd des mandats chaque jour,AUCUN,"4 Rue de l'Observatoire, 29200 Brest, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,"Carla D. Services administratifs, gestion, secrétariat trilingue",Administrateur de biens,Biarritz,06 66 88 99 81,NON TROUVÉ,5.0,3,"recommande, excellent, rapide",—,"Carla D. Services administratifs, gestion, secrétariat trilingue : 3 avis Google | ✅ Force : recommande, excellent, rapide | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"Rue de l'Étape, 64210 Bidart, France",📍 Voir sur Maps,À QUALIFIER,,,
Immo,Laconciergerie66000,Location saisonnière gestion,Perpignan,06 66 17 37 31,NON TROUVÉ,5.0,3,"parfait, recommande, confiance, professionnel",—,"Laconciergerie66000 : 3 avis Google | ✅ Force : parfait, recommande, confiance, professionnel | 🔥 0 site web → perd des mandats chaque jour",AUCUN,"Rue Paul Rubens, 66000 Perpignan, France",📍 Voir sur Maps,À QUALIFIER,,,
Reims,Sushi Master,Restauration,Reims,06 28 25 66 98,,5.0,1.0,,,,NON,"Carrefour Reims Cormontreuil, Rte de Louvois, 51350 Cormontreuil, France",,,,,
Reims,Les Sales Gosses Bistroquet,Restauration,Reims,06 33 55 88 34,,4.3,57.0,,,,NON,"23 Av. Jean Jaurès, 51100 Reims, France",,,,,
Reims,Chez Jeanne food truck,Restauration,Reims,07 67 86 63 02,,4.8,89.0,,,,NON,"Le Mont Chainqueux, 51370 Les Mesneux, France",,,,,
Reims,Du côté de chez Swan ( food truck ),Restauration,Reims,07 68 08 90 12,,4.9,44.0,,,,NON,"Pl. de l'Église, 51100 Reims, France",,,,,
Reims,Food Truck La Balade Gourmande,Restauration,Reims,06 77 50 02 10,,2.6,7.0,,,,NON,"1 Rue des Tondeurs Neuv, 51100 Reims, France",,,,,
Reims,Little Spoon,Restauration,Reims,06 67 83 39 59,,5.0,204.0,,,,NON,"2 Rue des Capucins, 51100 Reims, France",,,,,
Reims,Let's Sandwich,Restauration,Reims,06 14 38 80 53,,4.4,240.0,,,,NON,"24 Pl. Myron Herrick, 51100 Reims, France",,,,,
Reims,Un Truck De Food,Restauration,Reims,06 01 09 58 03,,4.8,18.0,,,,NON,"7 Quai Gaignot, 08300 Rethel, France",,,,,
Reims,L'unique,Restauration,Reims,06 12 89 18 34,,3.5,63.0,,,,NON,"53 Rue Jean Jaurès, 51110 Bazancourt, France",,,,,
Reims,La sandwicherie chez nanie,Restauration,Reims,06 60 96 56 36,,5.0,1.0,,,,NON,"52 Rue Saint-Laurent, 56310 Melrand, France",,,,,
Reims,COCCI FRITES,Restauration,Reims,06 50 12 80 18,,4.7,46.0,,,,NON,"D951, 51120 Sézanne, France",,,,,
Reims,STUDIO BY M.,Beauté,Reims,07 44 99 51 11,,5.0,65.0,,,,NON,"19 Bd Foch, 51100 Reims, France",,,,,
Reims,07 Barbershop,Beauté,Reims,06 95 87 56 04,,4.8,96.0,,,,NON,"31 Rue des Poissonniers, 51100 Reims, France",,,,,
Reims,Reims beauty,Beauté,Reims,06 51 55 42 05,,3.0,4.0,,,,NON,"157 Rue de Vesle, 51100 Reims, France",,,,,
Reims,Luton BarberShop,Beauté,Reims,06 51 67 58 57,,4.8,55.0,,,,NON,"23 Rue de Neufchâtel, 51100 Reims, France",,,,,
Reims,La main d’or barber,Beauté,Reims,07 52 29 03 52,,4.8,75.0,,,,NON,"La main d’or barber, 174 Rue du Chalet, 51450 Bétheny, France",,,,,
Reims,L'Homme Tag,Beauté,Reims,07 81 45 54 50,,5.0,661.0,,,,NON,"2 Rue Curie, 51370 Saint-Brice-Courcelles, France",,,,,
Reims,Le barbier,Beauté,Reims,06 04 79 01 86,,2.4,8.0,,,,NON,"174 Rue du Chalet, 51450 Bétheny, France",,,,,
Reims,Lb Nails,Beauté,Reims,06 35 50 48 19,,5.0,3.0,,,,NON,"Rue Cardinal Luçon, 51420 Cernay-lès-Reims, France",,,,,
Reims,Institut Tamara,Beauté,Reims,07 69 72 58 08,,5.0,45.0,,,,NON,"54 Rue de Cernay, 51100 Reims, France",,,,,
Reims,E.V.A Nails,Beauté,Reims,07 71 37 90 46,,,,,,,NON,"13 Rue Lantiome, 51100 Reims, France",,,,,
Reims,L'Atelier Osaline,Beauté,Reims,06 46 84 19 28,,5.0,16.0,,,,NON,"28 Av. d'Épernay, 51100 Reims, France",,,,,
Reims,Créativement Vôtre,Beauté,Reims,06 12 21 68 39,,4.9,9.0,,,,NON,"21 Rue de Fismes, 51100 Reims, France",,,,,
Reims,Bulle de Soie head spa holistique reims,Beauté,Reims,06 30 29 04 52,,5.0,18.0,,,,NON,"5 Rue Cérès, 51100 Reims, France",,,,,
Reims,Massage et soins visage Bio Reims - Sublime Douceur,Beauté,Reims,06 85 68 94 77,,5.0,90.0,,,,NON,"9 bis Bd du Général Leclerc, 51100 Reims, France",,,,,
Reims,ZENSO massage reims,Beauté,Reims,06 88 76 05 83,,5.0,5.0,,,,NON,"79 Rue du Jard, 51100 Reims, France",,,,,
Reims,Zenova - Drainage lymphatique & Head Spa à Reims,Beauté,Reims,06 31 64 17 38,,5.0,11.0,,,,NON,"19 Rue Dr Thomas, 51100 Reims, France",,,,,
Reims,PAUSE VANILLE,Beauté,Reims,06 08 87 49 77,,5.0,30.0,,,,NON,"66 D Rue Clovis, 51100 Reims, France",,,,,
Reims,BEAUTE,Beauté,Reims,07 57 65 03 00,,5.0,1.0,,,,NON,"73 Rue de Cernay, 51100 Reims, France",,,,,
Reims,"Noémie Leoncini - Réflexologue et Soins bien-être, micro massage énergetique à Reims",Beauté,Reims,07 49 97 05 71,,5.0,9.0,,,,NON,"8 Rue Thiers, 51100 Reims, France",,,,,
Reims,Maya salon de massage,Beauté,Reims,06 02 84 84 57,,4.0,7.0,,,,NON,"194 Av. Jean Jaurès, 51100 Reims, France",,,,,
Reims,Livie Garnier Coach Sportif,Sport & Santé,Reims,07 81 02 21 58,,5.0,7.0,,,,NON,"Rue Charlier, 51100 Reims, France",,,,,
Reims,Trainsform,Sport & Santé,Reims,06 75 26 43 86,,5.0,2.0,,,,NON,"85 Rue Clovis, 51100 Reims, France",,,,,
Reims,Dutel Sophie,Sport & Santé,Reims,07 57 84 00 59,,5.0,1.0,,,,NON,"35 Rue Paulin Paris, 51100 Reims, France",,,,,
